Electronics,96.69,7,0.535
Computers,42.43,13,0.537
Toys,9.85,11,0.458
Computers,98.41,3,0.203
Industrial,59.95,18,0.618
Sports,58.34,8,0.149
Computers,8.55,1,0.595
Electronics,99.51,14,0.745
Sports,16.04,7,0.653
Industrial,68.18,3,0.417
Sports,91.73,6,0.443
Outdoors,14.29,10,0.463
Electronics,73.81,2,0.211
Computers,7.8,1,0.819
Toys,80.9,3,0.608
Computers,83.59,8,0.616
Books,59.33,14,0.365
Health,74.84,6,0.341
Electronics,76.44,8,0.229
Computers,84.85,1,0.742
Shoes,61.3,5,0.768
Clothing,89.19,2,0.648
Home,7.55,1,0.829
Toys,84.44,7,0.61
Computers,83.19,2,0.537
Games,46.44,6,0.726
Sports,16.16,9,0.417
Industrial,73.18,4,0.257
Computers,37.6,9,0.458
Computers,17.98,7,0.278
Industrial,29.75,14,0.442
Health,95.38,3,0.609
Industrial,38.52,12,0.729
Grocery,21.01,6,0.566
Garden,44.55,9,0.152
Industrial,2.07,4,0.293
Computers,57.92,4,0.54
Sports,58.98,6,0.247
Shoes,28.68,8,0.267
Garden,29.22,4,0.066
Electronics,86.71,15,0.423
Toys,91.84,14,0.862
Industrial,95.12,5,0.804
Garden,19.83,6,0.854
Industrial,18.09,2,0.589
Electronics,61.38,1,0.738
Music,60.44,1,0.515
Music,2.71,4,0.546
Industrial,12.44,12,0.754
Grocery,86.85,6,0.716
Industrial,4.82,8,0.091
Electronics,18.63,2,0.197
Computers,73.5,4,0.864
Home,97.13,4,0.341
Health,92.47,5,0.089
Computers,24.52,8,0.442
Toys,15.98,3,0.72
Games,28.11,8,0.899
Shoes,46.32,22,0.32
Sports,39.55,1,0.845
Music,58.95,1,0.075
Outdoors,67.79,6,0.153
Movies,18.1,17,0.248
Electronics,55.36,8,0.505
Industrial,63.26,1,0.316
Outdoors,64.09,10,0.498
Computers,46.07,8,0.367
Computers,7.69,1,0.294
Toys,53.1,4,0.383
Music,88.32,17,0.057
Computers,33.08,20,0.46
Shoes,63.41,3,0.272
Health,19.34,1,0.447
Tools,39.05,7,0.722
Computers,4.32,3,0.676
Toys,26.31,7,0.841
Sports,61.09,4,0.245
Tools,22.2,2,0.786
Computers,96.48,3,0.698
Grocery,33.08,8,0.073
Clothing,21.67,1,0.498
Games,91.81,14,0.331
Outdoors,62.83,1,0.188
Garden,65.39,10,0.871
Tools,36.02,12,0.844
Computers,58.73,7,0.881
Outdoors,37.17,9,0.839
Sports,22.13,3,0.384
Industrial,70.42,3,0.815
Garden,58.02,9,0.678
Industrial,46.72,1,0.598
Electronics,6.72,2,0.739
Music,93.79,8,0.417
Electronics,69.63,6,0.655
Movies,30.56,10,0.094
Garden,36.79,1,0.436
Industrial,79.68,10,0.508
Movies,58.03,13,0.095
Clothing,70.62,14,0.811
Clothing,78.32,1,0.518
Computers,87.99,6,0.363
Automotive,35.35,5,0.769
Books,97.61,21,0.323
Electronics,47.97,16,0.474
Toys,80.85,14,0.672
Movies,5.91,4,0.404
Toys,10.07,21,0.615
Clothing,92.47,14,0.51
Books,15.49,3,0.848
Clothing,31.66,3,0.776
Garden,93.25,1,0.581
Electronics,44.02,1,0.753
Home,97.77,2,0.607
Automotive,40.46,5,0.791
Grocery,45.67,21,0.162
Automotive,3.23,12,0.758
Home,82.95,10,0.111
Books,2.17,13,0.616
Grocery,96.22,5,0.67
Tools,32.01,6,0.495
Outdoors,26.72,4,0.688
Health,41.42,6,0.504
Health,87.93,6,0.713
Automotive,25.59,9,0.062
Outdoors,13.12,4,0.368
Health,54.22,1,0.655
Shoes,77.05,13,0.847
Computers,10.65,1,0.639
Sports,30.43,2,0.089
Industrial,3.94,1,0.618
Grocery,11.26,2,0.479
Games,44.04,11,0.06
Computers,90.05,8,0.234
Music,26.59,10,0.738
Books,97.04,5,0.525
Automotive,67.54,1,0.16
Industrial,83.45,11,0.899
Industrial,44.58,4,0.521
Outdoors,78.09,10,0.823
Toys,31.67,17,0.389
Outdoors,11.84,20,0.181
Industrial,44.3,12,0.75
Books,98.06,8,0.894
Automotive,5.52,16,0.88
Home,99.31,13,0.659
Home,68.58,16,0.122
Home,62.52,11,0.48
Electronics,81.24,1,0.752
Games,26.54,22,0.123
Home,58.91,4,0.881
Home,35.95,6,0.497
Garden,94.65,6,0.607
Home,1.18,8,0.864
Tools,17.95,7,0.686
Electronics,84.89,8,0.184
Computers,14.71,5,0.113
Industrial,54.46,9,0.448
Sports,53.26,3,0.565
Industrial,15.63,15,0.817
Computers,5.45,32,0.718
Music,67.38,6,0.578
Sports,19.09,3,0.506
Garden,74.78,3,0.196
Sports,94.11,1,0.878
Automotive,76.85,8,0.598
Outdoors,55.26,4,0.633
Garden,86.57,5,0.198
Games,95.84,13,0.38
Garden,89.15,1,0.63
Shoes,50.9,14,0.168
Automotive,14.23,13,0.558
Music,71.32,18,0.065
Health,49.89,10,0.464
Automotive,13.42,7,0.192
Music,14.4,7,0.743
Tools,9.0,14,0.275
Movies,89.09,13,0.771
Clothing,42.9,1,0.585
Sports,39.87,2,0.834
Music,27.38,9,0.485
Automotive,83.73,12,0.114
Computers,17.53,8,0.525
Toys,99.5,9,0.638
Electronics,76.19,6,0.374
Shoes,31.0,16,0.816
Grocery,49.66,15,0.532
Computers,96.31,3,0.267
Industrial,33.69,4,0.376
Shoes,17.29,10,0.092
Industrial,86.93,13,0.713
Music,18.69,19,0.298
Outdoors,44.44,11,0.86
Industrial,17.59,1,0.064
Computers,43.99,4,0.278
Industrial,3.05,19,0.074
Garden,21.3,6,0.588
Shoes,42.27,12,0.767
Shoes,52.27,22,0.653
Industrial,85.6,14,0.133
Industrial,41.04,3,0.463
Toys,47.09,1,0.698
Grocery,93.67,5,0.716
Games,71.64,3,0.629
Computers,49.83,4,0.068
Tools,71.6,9,0.682
Health,51.86,21,0.563
Automotive,31.81,11,0.19
Garden,57.19,8,0.179
Industrial,72.54,1,0.177
Books,60.96,18,0.703
Industrial,50.17,7,0.453
Movies,55.0,1,0.224
Home,66.49,1,0.185
Music,89.95,3,0.768
Sports,83.11,4,0.282
Home,63.76,13,0.13
Computers,57.05,5,0.894
Health,3.76,4,0.522
Health,17.21,1,0.693
Computers,21.19,22,0.099
Computers,23.23,13,0.6
Industrial,47.0,2,0.693
Industrial,44.27,21,0.323
Computers,69.03,1,0.583
Grocery,13.63,5,0.119
Outdoors,86.48,6,0.196
Music,87.58,12,0.361
Outdoors,4.75,4,0.644
Tools,86.84,9,0.416
Home,75.83,2,0.669
Music,54.94,13,0.145
Outdoors,11.39,20,0.693
Movies,9.35,8,0.875
Grocery,62.11,23,0.138
Tools,72.29,1,0.604
Home,39.16,9,0.305
Electronics,68.43,1,0.482
Industrial,55.6,2,0.409
Garden,12.26,11,0.748
Outdoors,29.54,16,0.272
Home,47.79,3,0.656
Computers,53.76,12,0.583
Clothing,46.07,5,0.243
Industrial,74.69,11,0.583
Shoes,20.59,7,0.878
Industrial,89.7,1,0.595
Garden,51.08,8,0.243
Computers,26.99,18,0.188
Clothing,72.37,13,0.168
Electronics,25.26,14,0.524
Electronics,2.08,7,0.326
Books,93.26,7,0.717
Garden,60.31,8,0.573
Movies,34.78,12,0.49
Books,91.96,16,0.695
Home,63.36,7,0.867
Music,48.98,5,0.246
Games,35.31,1,0.337
Books,30.46,17,0.234
Health,35.97,25,0.724
Electronics,38.78,1,0.123
Industrial,17.03,6,0.53
Shoes,40.09,20,0.45
Automotive,80.65,17,0.521
Electronics,97.57,11,0.359
Sports,77.7,1,0.291
Industrial,40.29,12,0.726
Movies,29.23,18,0.877
Games,76.99,12,0.476
Garden,38.21,11,0.078
Books,6.16,8,0.313
Books,44.37,12,0.406
Electronics,32.63,2,0.206
Electronics,99.36,3,0.421
Books,37.42,1,0.581
Industrial,63.07,9,0.181
Grocery,69.63,5,0.18
Health,40.46,9,0.682
Home,25.13,14,0.168
Computers,81.57,8,0.48
Clothing,28.27,16,0.855
Shoes,30.26,5,0.568
Games,16.14,7,0.468
Clothing,98.44,2,0.538
Computers,75.13,1,0.894
Games,37.55,9,0.387
Garden,27.86,11,0.5
Industrial,77.42,4,0.483
Home,65.9,5,0.107
Computers,90.93,12,0.62
Computers,0.55,3,0.692
Health,84.42,2,0.414
Sports,84.73,17,0.623
Electronics,53.78,19,0.578
Tools,12.12,1,0.269
Sports,79.79,10,0.453
Home,31.05,13,0.41
Books,2.86,21,0.33
Automotive,27.71,1,0.847
Health,31.74,6,0.273
Home,73.21,14,0.305
Computers,6.99,1,0.302
Grocery,47.04,6,0.787
Tools,25.45,4,0.426
Health,62.04,6,0.262
Computers,41.49,4,0.366
Movies,87.81,3,0.315
Industrial,84.33,11,0.32
Shoes,54.44,2,0.515
Health,45.62,1,0.686
Outdoors,69.48,2,0.6
Health,82.0,2,0.379
Books,10.95,1,0.081
Games,64.06,3,0.832
Shoes,12.91,6,0.462
Sports,4.46,3,0.766
Outdoors,61.37,4,0.64
Electronics,36.91,1,0.617
Shoes,75.39,4,0.16
Tools,97.2,1,0.619
Computers,78.0,5,0.448
Electronics,76.64,9,0.86
Health,6.61,16,0.165
Industrial,92.15,10,0.166
Shoes,18.45,13,0.162
Garden,60.71,1,0.561
Books,48.19,7,0.447
Games,41.56,7,0.508
Movies,41.5,1,0.777
Movies,82.78,17,0.479
Movies,83.49,3,0.144
Tools,12.75,5,0.436
Toys,3.43,3,0.655
Garden,0.59,4,0.712
Electronics,79.07,3,0.47
Health,31.6,1,0.409
Computers,98.2,6,0.27
Music,20.06,1,0.488
Industrial,12.65,6,0.691
Movies,17.05,12,0.421
Outdoors,64.9,6,0.398
Electronics,50.81,3,0.53
Electronics,51.4,4,0.152
Outdoors,20.85,24,0.879
Electronics,86.41,2,0.676
Computers,54.05,7,0.211
Industrial,88.62,13,0.416
Clothing,6.23,25,0.575
Music,83.43,12,0.256
Health,27.02,15,0.55
Sports,38.32,12,0.153
Shoes,5.87,1,0.569
Sports,92.55,1,0.113
Toys,41.06,10,0.296
Sports,87.46,17,0.501
Sports,63.15,13,0.381
Health,11.77,8,0.488
Shoes,57.08,11,0.173
Industrial,42.91,1,0.832
Electronics,69.79,9,0.4
Garden,3.07,4,0.881
Grocery,28.18,1,0.572
Electronics,50.24,30,0.282
Computers,56.0,17,0.575
Electronics,0.5,20,0.158
Health,32.02,5,0.305
Shoes,80.5,6,0.281
Toys,68.07,13,0.234
Games,79.57,7,0.832
Computers,8.49,6,0.822
Automotive,20.78,13,0.607
Toys,56.4,8,0.547
Books,79.4,8,0.365
Movies,67.33,18,0.13
Tools,28.49,13,0.574
Automotive,61.46,1,0.771
Clothing,67.25,8,0.479
Computers,58.15,10,0.156
Tools,35.07,14,0.426
Industrial,1.75,1,0.287
Health,31.48,7,0.122
Movies,33.66,11,0.659
Sports,99.27,4,0.858
Industrial,6.01,2,0.788
Electronics,61.56,14,0.62
Automotive,11.29,6,0.362
Grocery,48.12,13,0.174
Automotive,94.5,15,0.218
Computers,56.24,7,0.218
Computers,71.47,7,0.258
Outdoors,22.59,5,0.501
Sports,26.74,2,0.424
Computers,14.15,4,0.458
Shoes,37.13,6,0.853
Toys,87.72,12,0.102
Home,87.09,5,0.312
Industrial,78.95,3,0.609
Home,78.08,12,0.687
Movies,17.65,7,0.402
Toys,54.01,20,0.265
Clothing,37.88,13,0.654
Sports,7.73,7,0.676
Sports,30.3,1,0.872
Toys,50.38,17,0.737
Garden,47.87,6,0.445
Electronics,5.76,1,0.124
Clothing,68.43,8,0.352
Movies,12.08,1,0.366
Automotive,54.92,4,0.066
Computers,89.25,3,0.471
Sports,99.66,13,0.52
Health,78.91,6,0.181
Games,47.05,7,0.555
Grocery,64.64,16,0.278
Computers,90.93,9,0.64
Outdoors,13.8,3,0.177
Electronics,18.38,24,0.59
Toys,39.38,23,0.585
Computers,81.03,9,0.504
Grocery,87.9,4,0.698
Sports,99.68,15,0.656
Movies,69.82,7,0.181
Home,71.99,9,0.746
Computers,51.4,2,0.163
Computers,5.54,2,0.364
Books,4.03,6,0.06
Computers,29.18,6,0.166
Industrial,4.43,16,0.192
Toys,34.49,9,0.072
Toys,38.53,5,0.28
Shoes,36.48,12,0.26
Movies,14.71,18,0.87
Electronics,59.17,6,0.43
Computers,50.12,17,0.196
Health,18.67,10,0.275
Electronics,8.03,1,0.397
Computers,45.64,26,0.774
Electronics,83.17,20,0.182
Movies,90.07,1,0.309
Grocery,93.84,4,0.688
Garden,12.22,23,0.104
Health,91.54,6,0.322
Garden,28.09,3,0.213
Books,71.68,1,0.24
Automotive,76.66,5,0.346
Computers,53.4,11,0.194
Electronics,67.88,18,0.075
Books,91.05,1,0.13
Computers,15.77,1,0.45
Computers,28.83,12,0.844
Industrial,59.36,6,0.879
Music,35.46,5,0.552
Industrial,14.92,11,0.103
Movies,80.87,1,0.255
Shoes,50.72,10,0.481
Garden,8.43,1,0.592
Toys,1.35,10,0.69
Home,9.69,8,0.672
Books,77.64,10,0.457
Electronics,53.56,11,0.287
Computers,28.84,6,0.372
Movies,19.77,17,0.069
Industrial,0.82,4,0.427
Industrial,9.16,15,0.071
Sports,95.04,1,0.166
Electronics,73.48,7,0.617
Grocery,69.27,10,0.393
Electronics,17.27,9,0.419
Health,75.75,10,0.645
Outdoors,88.0,8,0.766
Tools,59.58,4,0.343
Outdoors,86.72,9,0.283
Industrial,41.87,14,0.222
Clothing,7.37,6,0.188
Industrial,42.48,1,0.134
Tools,17.03,3,0.061
Movies,71.69,1,0.278
Computers,59.43,1,0.729
Computers,95.37,3,0.393
Home,10.34,9,0.182
Computers,96.8,17,0.742
Electronics,94.78,14,0.621
Garden,14.6,1,0.185
Automotive,74.38,2,0.311
Health,58.84,1,0.493
Computers,18.47,1,0.35
Health,81.92,5,0.113
Toys,78.17,2,0.565
Outdoors,59.99,6,0.378
Computers,74.47,4,0.309
Sports,6.87,1,0.334
Grocery,15.2,13,0.472
Health,45.38,13,0.65
Clothing,37.51,5,0.326
Automotive,98.11,6,0.317
Computers,26.97,7,0.059
Home,52.91,8,0.617
Industrial,48.25,14,0.828
Tools,27.73,5,0.84
Sports,65.14,5,0.072
Health,15.44,19,0.524
Sports,67.73,1,0.623
Outdoors,30.83,10,0.07
Electronics,20.13,6,0.647
Industrial,54.94,18,0.689
Garden,11.03,3,0.642
Toys,77.05,8,0.26
Movies,77.05,18,0.186
Music,20.71,7,0.371
Clothing,13.78,12,0.235
Grocery,61.27,9,0.423
Toys,45.48,8,0.632
Games,47.46,12,0.382
Industrial,88.06,1,0.296
Books,47.02,22,0.669
Health,95.91,18,0.422
Toys,15.23,10,0.583
Outdoors,9.67,10,0.577
Shoes,75.61,6,0.711
Books,15.46,4,0.247
Computers,92.56,11,0.726
Sports,35.54,14,0.458
Shoes,48.06,3,0.312
Electronics,92.86,20,0.604
Outdoors,37.16,6,0.674
Health,25.73,11,0.771
Outdoors,13.97,16,0.083
Music,8.65,15,0.226
Tools,36.57,10,0.517
Shoes,72.86,9,0.564
Electronics,90.24,18,0.405
Tools,73.22,10,0.445
Computers,10.22,10,0.114
Industrial,36.05,7,0.6
Computers,56.54,20,0.292
Clothing,38.56,7,0.066
Computers,28.69,4,0.496
Games,70.4,13,0.62
Computers,30.84,4,0.89
Grocery,66.48,2,0.633
Sports,25.78,6,0.35
Outdoors,63.33,1,0.112
Computers,31.52,4,0.586
Clothing,17.94,6,0.235
Home,83.88,1,0.761
Grocery,50.0,5,0.677
Grocery,40.4,6,0.122
Industrial,77.12,6,0.308
Computers,26.15,1,0.547
Industrial,83.42,6,0.597
Clothing,61.03,9,0.531
Electronics,95.68,9,0.26
Grocery,40.49,1,0.086
Computers,10.49,5,0.545
Industrial,57.49,9,0.444
Automotive,95.6,3,0.195
Electronics,94.86,5,0.709
Toys,96.29,18,0.208
Garden,9.69,2,0.195
Computers,96.3,4,0.197
Music,22.39,23,0.446
Tools,26.51,4,0.125
Games,19.91,10,0.529
Movies,99.12,3,0.73
Music,68.15,16,0.15
Music,91.78,9,0.692
Automotive,86.41,1,0.374
Games,47.66,13,0.869
Garden,85.25,2,0.208
Health,5.19,19,0.529
Games,47.57,8,0.327
Clothing,63.21,4,0.222
Tools,63.89,8,0.323
Industrial,83.81,37,0.469
Health,78.17,6,0.492
Movies,67.46,14,0.816
Electronics,99.3,1,0.248
Clothing,68.33,7,0.61
Music,9.74,2,0.608
Computers,42.35,5,0.236
Garden,88.44,10,0.195
Grocery,89.41,1,0.69
Electronics,79.24,11,0.728
Home,60.24,1,0.203
Sports,5.01,19,0.57
Toys,99.61,13,0.549
Books,82.56,6,0.563
Grocery,13.43,3,0.354
Health,72.32,4,0.843
Outdoors,87.74,15,0.82
Games,95.69,2,0.059
Shoes,86.52,5,0.58
Computers,43.15,13,0.76
Movies,83.46,16,0.421
Industrial,20.09,13,0.811
Movies,73.46,12,0.094
Home,73.76,5,0.118
Garden,14.34,8,0.536
Health,56.09,7,0.866
Books,62.45,23,0.067
Music,7.35,11,0.44
Industrial,34.23,9,0.074
Computers,0.99,10,0.141
Books,81.21,6,0.299
Books,22.43,1,0.452
Electronics,61.8,2,0.282
Garden,53.57,12,0.6
Industrial,43.94,7,0.328
Sports,21.87,8,0.196
Clothing,14.14,2,0.148
Electronics,97.43,10,0.545
Toys,50.28,7,0.548
Electronics,53.36,4,0.436
Health,63.39,1,0.897
Books,25.63,11,0.836
Music,70.72,5,0.46
Computers,95.64,8,0.197
Industrial,6.98,17,0.691
Shoes,96.77,10,0.633
Industrial,84.55,9,0.372
Movies,6.22,9,0.848
Outdoors,8.65,8,0.74
Health,68.29,1,0.338
Sports,18.0,1,0.377
Toys,49.41,9,0.18
Music,37.21,3,0.259
Garden,73.29,1,0.258
Books,94.66,17,0.474
Computers,38.49,7,0.646
Computers,4.1,4,0.688
Electronics,1.46,4,0.448
Tools,10.24,8,0.353
Industrial,76.19,2,0.618
Computers,26.06,10,0.272
Grocery,9.6,16,0.365
Computers,10.41,9,0.808
Industrial,5.16,9,0.836
Health,92.52,10,0.48
Grocery,48.95,8,0.333
Computers,94.63,2,0.304
Home,18.64,9,0.432
Outdoors,87.13,9,0.858
Clothing,67.9,4,0.128
Home,46.75,3,0.869
Computers,76.61,10,0.505
Clothing,22.49,9,0.552
Books,9.38,5,0.256
